city,state,latitude,longitude,population,msa,new_msa
jonesboro,georgia,33.5215,-84.35381,4746,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
fenton,missouri,38.51311,-90.43595,4052,St. Louis MO-IL MSA,united states__missouri__st louis__MSA
moore,oklahoma,35.33951,-97.4867,60451,Spartanburg SC MSA,united states__oklahoma__oklahoma city__MSA
hadley,massachusetts,42.34176,-72.58842,4877,Albany-Schenectady-Troy NY MSA,united states__massachusetts__springfield__MSA
douglasville,georgia,33.7515,-84.74771,32897,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
taylorsville,utah,40.66772,-111.93883,60514,Louisville/Jefferson County KY-IN MSA,united states__utah__salt lake city__MSA
derby,kansas,37.54557,-97.26893,23509,Wichita KS MSA,united states__kansas__wichita__MSA
fitchburg,wisconsin,42.96083,-89.46984,27996,Worcester MA MSA,united states__wisconsin__madison__MSA
austell,georgia,33.81261,-84.63438,7107,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
northampton,pennsylvania,40.68621,-75.49685,9860,Allentown-Bethlehem-Easton PA-NJ MSA,united states__pennsylvania__easton__MSA
kingston,pennsylvania,41.26175,-75.89686,12941,Providence-New Bedford-Fall River RI-MA MSA,united states__pennsylvania__scranton__MSA
geismar,louisiana,30.2044,-91.0226,0,Baton Rouge LA MSA,united states__louisiana__baton rouge__MSA
riverdale,georgia,33.57261,-84.41326,15989,Fresno CA MSA,united states__georgia__atlanta__MSA
highland,indiana,38.03976,-87.57307,4489,OH NONMETROPOLITAN AREA,united states__indiana__evansville__MSA
kirkwood,missouri,38.58339,-90.40678,27750,Binghamton NY MSA,united states__missouri__st louis__MSA
union city,georgia,33.58706,-84.54243,20805,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__georgia__atlanta__MSA
ashland,oregon,42.19458,-122.70948,20861,ME NONMETROPOLITAN AREA,united states__oregon__medford__MSA
beverly,massachusetts,42.55843,-70.88005,41186,Boston-Cambridge-Quincy MA-NH MSA,united states__massachusetts__boston__MSA
morrow,georgia,33.58317,-84.33937,7338,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
kenwood,ohio,39.21061,-84.36716,6981,Santa Rosa-Petaluma CA MSA,united states__ohio__cincinnati__MSA
salado,texas,30.94713,-97.53862,2140,Killeen-Temple-Fort Hood TX MSA,united states__texas__austin__MSA
duarte,california,34.13945,-117.97729,21990,Los Angeles-Long Beach-Santa Ana CA MSA,united states__california__los angeles__MSA
paris,illinois,39.61115,-87.69614,8432,TN NONMETROPOLITAN AREA,united states__illinois__champaign__MSA
snellville,georgia,33.85733,-84.01991,19733,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
tyrone,georgia,33.47123,-84.59715,7194,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
gloucester,virginia,37.4138,-76.5255,0,Virginia Beach-Norfolk-Newport News VA-NC MSA,united states__virginia__virginia beach__MSA
nottingham,maryland,39.364,-76.4522,0,Baltimore-Towson MD MSA,united states__washington d c__washington__MSA
gainesville,georgia,34.29788,-83.82407,38712,Gainesville FL MSA,united states__georgia__atlanta__MSA
paola,kansas,38.57224,-94.87913,5527,Kansas City MO-KS MSA,united states__missouri__kansas city__MSA
stoughton,wisconsin,42.91695,-89.21789,13067,Madison WI MSA,united states__wisconsin__madison__MSA
loma linda,california,34.04835,-117.26115,24045,Riverside-San Bernardino-Ontario CA MSA,united states__california__san bernardino__MSA
riverton,utah,40.52189,-111.9391,41900,Salt Lake City UT MSA,united states__utah__salt lake city__MSA
winfield,illinois,41.8617,-88.1609,9657,St. Louis MO-IL MSA,united states__illinois__chicago__MSA
danville,virginia,36.58597,-79.39502,42082,San Francisco-Oakland-Fremont CA MSA,united states__north carolina__greensboro__MSA
monroe,georgia,33.79484,-83.71323,13641,Cincinnati-Middletown OH-KY-IN MSA,united states__georgia__atlanta__MSA
tavares,florida,28.80416,-81.72563,15430,Orlando-Kissimmee FL MSA,united states__florida__orlando__MSA
abingdon,maryland,39.4635,-76.2731,0,Kingsport-Bristol-Bristol TN-VA MSA,united states__pennsylvania__lancaster__MSA
georgetown,kentucky,38.2098,-84.55883,32356,Bridgeport-Stamford-Norwalk CT MSA,united states__kentucky__lexington__MSA
new brighton,minnesota,45.06552,-93.20189,22351,Pittsburgh PA MSA,united states__minnesota__minneapolis__MSA
fayetteville,georgia,33.44873,-84.45493,16990,Fayetteville NC MSA,united states__georgia__atlanta__MSA
kingston,rhode island,41.48038,-71.52256,6974,Providence-New Bedford-Fall River RI-MA MSA,united states__massachusetts__new bedford__MSA
fair oaks,california,38.64463,-121.27217,30912,Sacramento-Arden-Arcade-Roseville CA MSA,united states__california__sacramento__MSA
danville,kentucky,37.64563,-84.77217,16690,San Francisco-Oakland-Fremont CA MSA,united states__kentucky__lexington__MSA
enfield,connecticut,41.97621,-72.59176,45212,NC NONMETROPOLITAN AREA,united states__massachusetts__springfield__MSA
smithfield,north carolina,35.50849,-78.33945,12022,Raleigh-Cary NC MSA,united states__north carolina__raleigh__MSA
winder,georgia,33.99261,-83.72017,15447,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
vernon,connecticut,41.8364,-72.4606,29232,New York-Northern New Jersey-Long Island NY-NJ-PA MSA,united states__massachusetts__springfield__MSA
auburn,indiana,41.36699,-85.05886,12979,Auburn-Opelika AL MSA,united states__indiana__fort wayne__MSA
milan,illinois,41.45309,-90.57208,5096,MO NONMETROPOLITAN AREA,united states__iowa__davenport__MSA
white oak,maryland,39.03983,-76.99303,17403,Longview TX MSA,united states__washington d c__washington__MSA
lima,ohio,40.74255,-84.10523,37873,IL NONMETROPOLITAN AREA,united states__ohio__lima__MSA
oxford,alabama,33.61427,-85.83496,21249,Detroit-Warren-Livonia MI MSA,united states__alabama__gadsden__MSA
northumberland,new york,43.1273,-73.58817,5159,PA NONMETROPOLITAN AREA,united states__new york__albany__MSA
arden,north carolina,35.4662,-82.5165,0,Asheville NC MSA,united states__north carolina__asheville__MSA
hanover,maryland,39.19289,-76.72414,38088,York-Hanover PA MSA,united states__washington d c__washington__MSA
whitehall,pennsylvania,40.36118,-79.99089,13834,WI NONMETROPOLITAN AREA,united states__pennsylvania__pittsburgh__MSA
linden,new jersey,40.62205,-74.24459,42021,Des Moines-West Des Moines IA MSA,united states__new york__new york city__MSA
canton,georgia,34.23676,-84.49076,25469,Canton-Massillon OH MSA,united states__georgia__atlanta__MSA
medina,minnesota,45.03524,-93.58246,5973,San Antonio TX MSA,united states__minnesota__minneapolis__MSA
glastonbury,connecticut,41.71232,-72.60815,31876,Hartford-West Hartford-East Hartford CT MSA,united states__massachusetts__springfield__MSA
fairburn,georgia,33.56706,-84.58104,13967,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
ashland,virginia,37.75903,-77.47998,7503,ME NONMETROPOLITAN AREA,united states__virginia__richmond__MSA
parma,ohio,41.40477,-81.72291,79937,Boise City-Nampa ID MSA,united states__ohio__cleveland__MSA
hobart,indiana,41.53226,-87.25504,28404,Chicago-Naperville-Joliet IL-IN-WI MSA,united states__illinois__chicago__MSA
hinesville,georgia,31.84688,-81.59595,33398,Hinesville-Fort Stewart GA MSA,united states__georgia__savannah__MSA
albany,georgia,31.57851,-84.15574,74843,Albany-Schenectady-Troy NY MSA,united states__georgia__albany__MSA
cartersville,georgia,34.16533,-84.80231,20319,Richmond VA MSA,united states__georgia__atlanta__MSA
hot springs,arkansas,34.5037,-93.05518,35635,VA NONMETROPOLITAN AREA,united states__arkansas__little rock__MSA
roswell,georgia,34.02316,-84.36159,94501,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
haverhill,massachusetts,42.7762,-71.07728,62765,IA NONMETROPOLITAN AREA,united states__massachusetts__boston__MSA
redford,michigan,42.38337,-83.2966,49936,Detroit-Warren-Livonia MI MSA,united states__michigan__detroit__MSA
dudley,massachusetts,42.0451,-71.93007,11165,GA NONMETROPOLITAN AREA,united states__massachusetts__boston__MSA
villa rica,georgia,33.73205,-84.91911,14904,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
mansfield,texas,32.56319,-97.14168,64274,Mansfield OH MSA,united states__texas__dallas__MSA
flushing,michigan,43.06308,-83.85107,8086,Wheeling WV-OH MSA,united states__michigan__lansing__MSA
stone mountain,georgia,33.80816,-84.1702,6109,Atlanta-Sandy Springs-Marietta GA MSA,united states__georgia__atlanta__MSA
moorhead,minnesota,46.87386,-96.76951,42005,Fargo ND-MN MSA,united states__north dakota__fargo__MSA
new martinsville,west virginia,39.64452,-80.8576,5218,WV NONMETROPOLITAN AREA,united states__west virginia__NONMETROPOLITAN AREA
olivette,missouri,38.66533,-90.37595,7870,,united states__missouri__NONMETROPOLITAN AREA
fayetteville,west virginia,38.05289,-81.10399,2892,WV NONMETROPOLITAN AREA,united states__west virginia__NONMETROPOLITAN AREA
cruise,kentucky,37.3184,-84.123,0,,united states__kentucky__NONMETROPOLITAN AREA
selmer,tennessee,35.17008,-88.59227,4488,TN NONMETROPOLITAN AREA,united states__tennessee__NONMETROPOLITAN AREA
belmont,new hampshire,43.44536,-71.47785,1301,NH NONMETROPOLITAN AREA,united states__new hampshire__NONMETROPOLITAN AREA
haines,alaska,59.23595,-135.44533,1713,AK NONMETROPOLITAN AREA,united states__alaska__NONMETROPOLITAN AREA
humboldt,iowa,42.7208,-94.21524,4596,IA NONMETROPOLITAN AREA,united states__iowa__NONMETROPOLITAN AREA
new johnsonville,tennessee,36.02117,-87.96698,1897,TN NONMETROPOLITAN AREA,united states__tennessee__NONMETROPOLITAN AREA
windber,pennsylvania,40.2398,-78.83502,3974,PA NONMETROPOLITAN AREA,united states__pennsylvania__NONMETROPOLITAN AREA
estherville,iowa,43.40163,-94.83276,6011,IA NONMETROPOLITAN AREA,united states__iowa__NONMETROPOLITAN AREA
snowmass,colorado,39.3317,-106.9862,0,CO NONMETROPOLITAN AREA,united states__colorado__NONMETROPOLITAN AREA
winnsboro,texas,32.95734,-95.29022,3340,TX NONMETROPOLITAN AREA,united states__texas__NONMETROPOLITAN AREA
bushnell,florida,28.66499,-82.11286,2995,FL NONMETROPOLITAN AREA,united states__florida__NONMETROPOLITAN AREA
readfield,maine,44.38785,-69.96672,2454,ME NONMETROPOLITAN AREA,united states__maine__NONMETROPOLITAN AREA
pleasant,pennsylvania,41.7982,-79.2032,2321,,united states__pennsylvania__NONMETROPOLITAN AREA
warren,vermont,44.111,-72.8608,1649,VT NONMETROPOLITAN AREA,united states__vermont__NONMETROPOLITAN AREA
jackson,minnesota,43.62079,-94.9886,3234,Jackson MS MSA,united states__minnesota__NONMETROPOLITAN AREA
eveleth,minnesota,47.46243,-92.53991,3673,Duluth MN-WI MSA,united states__minnesota__NONMETROPOLITAN AREA
brady,texas,31.13517,-99.33506,5549,TX NONMETROPOLITAN AREA,united states__texas__NONMETROPOLITAN AREA
blue earth,minnesota,43.63746,-94.10218,3236,MN NONMETROPOLITAN AREA,united states__minnesota__NONMETROPOLITAN AREA
hunt,texas,30.0708,-99.3378,0,TX NONMETROPOLITAN AREA,united states__texas__NONMETROPOLITAN AREA
sidney,new york,42.3148,-75.39157,3755,NY NONMETROPOLITAN AREA,united states__new york__NONMETROPOLITAN AREA
new berlin,new york,42.62424,-75.33156,974,NY NONMETROPOLITAN AREA,united states__new york__NONMETROPOLITAN AREA
pinecrest,california,38.1885,-119.9907,0,CA NONMETROPOLITAN AREA,united states__california__NONMETROPOLITAN AREA
mabank,texas,32.36653,-96.10081,3309,Dallas-Fort Worth-Arlington TX MSA,united states__texas__NONMETROPOLITAN AREA
franklin,louisiana,29.79604,-91.5015,7302,LA NONMETROPOLITAN AREA,united states__louisiana__NONMETROPOLITAN AREA
concordia,kansas,39.57084,-97.66254,5218,KS NONMETROPOLITAN AREA,united states__kansas__NONMETROPOLITAN AREA
milaca,minnesota,45.7558,-93.65441,2883,MN NONMETROPOLITAN AREA,united states__minnesota__NONMETROPOLITAN AREA
kenansville,north carolina,34.96239,-77.96221,870,NC NONMETROPOLITAN AREA,united states__north carolina__NONMETROPOLITAN AREA
st olaf,iowa,42.9269,-91.3879,101,,united states__iowa__NONMETROPOLITAN AREA
walpole,new hampshire,43.07952,-72.42592,605,NH NONMETROPOLITAN AREA,united states__new hampshire__NONMETROPOLITAN AREA
peshtigo,wisconsin,45.05443,-87.74927,3430,WI NONMETROPOLITAN AREA,united states__wisconsin__NONMETROPOLITAN AREA
wallace,north carolina,34.73572,-77.99526,3964,NC NONMETROPOLITAN AREA,united states__north carolina__NONMETROPOLITAN AREA
kosciusko,mississippi,33.058,-89.58956,7187,MS NONMETROPOLITAN AREA,united states__mississippi__NONMETROPOLITAN AREA
moorefield,west virginia,39.06233,-78.96947,2482,WV NONMETROPOLITAN AREA,united states__west virginia__NONMETROPOLITAN AREA
watkins glen,new york,42.38063,-76.87329,1859,NY NONMETROPOLITAN AREA,united states__new york__NONMETROPOLITAN AREA
waterloo,indiana,41.43199,-85.01997,2248,IN NONMETROPOLITAN AREA,united states__indiana__NONMETROPOLITAN AREA
moody a f b,georgia,30.97849,-83.21646,886,,united states__georgia__NONMETROPOLITAN AREA
wynne,arkansas,35.22453,-90.78678,8193,AR NONMETROPOLITAN AREA,united states__arkansas__NONMETROPOLITAN AREA
canton,missouri,40.1295,-91.51852,2377,Canton-Massillon OH MSA,united states__missouri__NONMETROPOLITAN AREA
lindsborg,kansas,38.57362,-97.67448,3383,KS NONMETROPOLITAN AREA,united states__kansas__NONMETROPOLITAN AREA
emory,virginia,36.77289,-81.83623,1251,Kingsport-Bristol-Bristol TN-VA MSA,united states__virginia__NONMETROPOLITAN AREA
ulysses,kansas,37.58141,-101.35517,6097,KS NONMETROPOLITAN AREA,united states__kansas__NONMETROPOLITAN AREA
minot air force base,north dakota,48.42087,-101.33914,5521,ND NONMETROPOLITAN AREA,united states__north dakota__NONMETROPOLITAN AREA
st mary s,alaska,62.0534,-163.17787,550,MD NONMETROPOLITAN AREA,united states__alaska__NONMETROPOLITAN AREA
karnes city,texas,28.88498,-97.90084,3371,TX NONMETROPOLITAN AREA,united states__texas__NONMETROPOLITAN AREA
west union,ohio,38.79452,-83.54519,3179,OH NONMETROPOLITAN AREA,united states__ohio__NONMETROPOLITAN AREA
ferrum,virginia,36.92292,-80.01337,2043,Roanoke VA MSA,united states__virginia__NONMETROPOLITAN AREA
university village,utah,40.7527,-111.8347,0,,united states__utah__NONMETROPOLITAN AREA
peosta,iowa,42.45056,-90.85041,1618,Dubuque IA MSA,united states__iowa__NONMETROPOLITAN AREA
denali national park,alaska,63.54078,-151.72361,217,AK NONMETROPOLITAN AREA,united states__alaska__NONMETROPOLITAN AREA
jefferson,ohio,41.73867,-80.76981,3041,OH NONMETROPOLITAN AREA,united states__ohio__NONMETROPOLITAN AREA
sparta,north carolina,36.50541,-81.12092,1726,NC NONMETROPOLITAN AREA,united states__north carolina__NONMETROPOLITAN AREA
canadian,texas,35.91282,-100.38208,3013,TX NONMETROPOLITAN AREA,united states__texas__NONMETROPOLITAN AREA
gwinner,north dakota,46.2258,-97.6626,834,ND NONMETROPOLITAN AREA,united states__north dakota__NONMETROPOLITAN AREA
monticello,kentucky,36.82979,-84.84911,6090,KY NONMETROPOLITAN AREA,united states__kentucky__NONMETROPOLITAN AREA
hot springs,south dakota,43.43165,-103.47436,3532,SD NONMETROPOLITAN AREA,united states__south dakota__NONMETROPOLITAN AREA
linville,north carolina,36.0675,-81.8714,0,NC NONMETROPOLITAN AREA,united states__north carolina__NONMETROPOLITAN AREA
beaver creek,montana,48.55444,-109.79215,271,CO NONMETROPOLITAN AREA,united states__montana__NONMETROPOLITAN AREA
ville platte,louisiana,30.68797,-92.27152,7264,LA NONMETROPOLITAN AREA,united states__louisiana__NONMETROPOLITAN AREA
dubois,wyoming,43.53357,-109.63043,987,WY NONMETROPOLITAN AREA,united states__wyoming__NONMETROPOLITAN AREA
walker,minnesota,47.10135,-94.58722,928,MN NONMETROPOLITAN AREA,united states__minnesota__NONMETROPOLITAN AREA
miami,arizona,33.39922,-110.86872,1783,Miami-Fort Lauderdale-Pompano Beach FL MSA,united states__arizona__NONMETROPOLITAN AREA
rosemary beach,florida,30.28,-86.0161,0,,united states__florida__NONMETROPOLITAN AREA
girdwood,alaska,60.9425,-149.16639,2250,Anchorage AK MSA,united states__alaska__NONMETROPOLITAN AREA
meeker,colorado,40.03747,-107.91313,2362,CO NONMETROPOLITAN AREA,united states__colorado__NONMETROPOLITAN AREA
new hampton,iowa,43.05914,-92.31768,3452,IA NONMETROPOLITAN AREA,united states__iowa__NONMETROPOLITAN AREA
seadrift,texas,28.41528,-96.71359,1474,Victoria TX MSA,united states__texas__NONMETROPOLITAN AREA
jackson,alabama,31.50905,-87.89444,4967,Jackson MS MSA,united states__alabama__NONMETROPOLITAN AREA
fairlee,vermont,43.90757,-72.14342,189,VT NONMETROPOLITAN AREA,united states__vermont__NONMETROPOLITAN AREA
moody afb,georgia,30.9715,-83.1954,1232,Valdosta GA MSA,united states__georgia__NONMETROPOLITAN AREA
